movieId,title,genres,overview,director,keywords
87,Dunston Checks In (1996),Children|Comedy,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",kenkwapis,boss fistfight bully orangutan single father hotel manager jewel theft employer employee relationship bali father son relationship brother brother relationship mischief
88,Black Sheep (1996),Comedy,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",penelopespheeris,corrupt politician nitrous oxide candid camera double act political satire woman director
89,Nick of Time (1995),Action|Thriller,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",johnbadham,"assassination politics los angeles, california"
92,Mary Reilly (1996),Drama|Horror|Thriller,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",stephenfrears,servant monster laboratory jekyll and hyde housemaid 19th century
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",wescraven,"vampire brooklyn, new york city"
94,Beautiful Girls (1996),Comedy|Drama|Romance,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",teddemme,small town massachusetts friendship coming of age hometown group of friends
95,Broken Arrow (1996),Action|Adventure|Thriller,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",johnwoo,helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine action hero humvee good versus evil
96,In the Bleak Midwinter (1995),Comedy|Drama,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",kennethbranagh,theatre group black and white hamlet christmas theater
97,"Hate (Haine, La) (1995)",Crime|Drama,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",mathieukassovitz,"paris, france neo-nazism police brutality hip-hop socially deprived family breakdance ghetto male friendship racism xenophobia day in a life paris suburb"
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",nickbroomfield,narration hollywood prostitution sex crime based on true crime story
100,City Hall (1996),Drama|Thriller,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",haroldbecker,corruption undercover war on drugs mayor drug dealer presidential election undercover agent investigation police drugs
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",wesanderson,sibling relationship robbery burglar language barrier motel heist psychiatric hospital maid theft nervous breakdown escapade laundry room based on short film
102,Mr. Wrong (1996),Comedy,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",nickcastle,
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,"Ray Liotta stars as David Krane, a medical examiner who has been acquitted for his wife's murder. Obsessed with finding the real killer, a possible solution presents itself in an experimental serum designed by a neurobiology professor (Linda Fiorentino), which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",johndahl,husband wife relationship experiment police murder memory forensic gunman
104,Happy Gilmore (1996),Comedy,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",dennisdugan,loss of loved one golf sports taxes
